Description,Drivetrain,Manufacturer,ModelName,ModelNumber,ModelYear,Package,PassDoors,TrimName
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,NXKM83,2023,431558,4,Signature
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,JXLN83,2023,427075,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTN83,2023,427076,4,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTM83,2023,427077,4,GT w/Turbo
Meridian Edition Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTM83,2023,439476,4,Meridian Edition
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,QXSM83,2023,431644,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,QXLM83,2023,431645,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,QXTM83,2023,431646,4,GT
Kuro Edition Awd,ALL_WHEEL_DRIVE,MAZDA,,QXBM83,2023,431647,4,Kuro Edition
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,QXKM83,2023,431648,4,Signature
Gx Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVXK63,2023,431147,4,GX
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVXK83,2023,431148,4,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVSK83,2023,431149,4,GS
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVTL83,2023,431150,4,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXSL83,2023,431151,4,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTL83,2023,431152,4,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTM83,2023,432439,4,GT w/Turbo
Gx Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVXK63,2023,431138,4,GX
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVXK83,2023,431139,4,GX
Gs Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVSK63,2023,431140,4,GS
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVSK83,2023,431141,4,GS
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL63,2023,431142,4,GT
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL83,2023,431143,4,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXSL83,2023,431144,4,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTL83,2023,431145,4,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTM83,2023,431146,4,GT w/Turbo
Gs Fwd,FRONT_WHEEL_DRIVE,MAZDA,,KVSB83,2023,434621,4,GS
Gt Fwd,FRONT_WHEEL_DRIVE,MAZDA,,KVTB83,2023,434622,4,GT
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,,L2SK63,2023,434626,2,GS
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L2PK63,2023,434627,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L2PK83,2023,434628,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L2TK63,2023,434629,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L2TK83,2023,434630,2,GT
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L3PK63,2023,434631,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L3PK83,2023,434632,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L3TK63,2023,434633,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L3TK83,2023,434634,2,GT
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXXL84,2024,447804,4,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXSL84,2024,447805,4,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXTL84,2024,447806,4,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXTM84,2024,447807,4,GT w/Turbo
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXUM84,2024,447808,4,Suna
Gx Awd *ltd Avail*,ALL_WHEEL_DRIVE,MAZDA,,NXXN84,2024,445370,4,GX
Gs Awd *ltd Avail*,ALL_WHEEL_DRIVE,MAZDA,,NXSN84,2024,445371,4,GS
Kuro Awd,ALL_WHEEL_DRIVE,MAZDA,,NXBN84,2024,445372,4,Kuro
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,NXTN84,2024,445373,4,GT
Sport Design Awd,ALL_WHEEL_DRIVE,MAZDA,,NXDM84,2024,445374,4,Sport Design
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,NXKM84,2024,445375,4,Signature
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,,NXUM84,2024,445376,4,Suna
Gx Awd W/o Cd,ALL_WHEEL_DRIVE,MAZDA,,NXXL84,2024,451113,4,GX
Gs Awd W/o Cd,ALL_WHEEL_DRIVE,MAZDA,,NXSL84,2024,451114,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,JXLN84,2024,444168,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTN84,2024,444169,4,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTM84,2024,444170,4,GT w/Turbo
Meridian Edition Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTM84,2024,444171,4,Meridian Edition
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,WXSF84,2024,438890,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,WXLF84,2024,438891,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,WXTF84,2024,438892,4,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,,WXPG84,2024,438893,4,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,WXKG84,2024,438894,4,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,VXSP84,2024,438887,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,VXLP84,2024,438888,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,VXTP84,2024,438889,4,GT
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVXL84,2024,444021,4,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVSL84,2024,444022,4,GS
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVTL84,2024,444023,4,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXSL84,2024,444024,4,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTL84,2024,444025,4,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTM84,2024,444026,4,GT w/Turbo
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVXL84,2024,444918,4,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVSL84,2024,444919,4,GS
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL64,2024,444920,4,GT
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL84,2024,444921,4,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXSL84,2024,444922,4,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTL84,2024,444923,4,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTM84,2024,444924,4,GT w/Turbo
Suna Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXUM84,2024,444925,4,Suna
Gs Fwd,FRONT_WHEEL_DRIVE,MAZDA,,KVSB84,2024,453513,4,GS
Gt Fwd,FRONT_WHEEL_DRIVE,MAZDA,,KVTB84,2024,453514,4,GT
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,,L2SK64,2024,453418,2,GS
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L2PK64,2024,453419,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L2PK84,2024,453420,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L2TK64,2024,453421,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L2TK84,2024,453422,2,GT
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L3PK64,2024,453423,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L3PK84,2024,453424,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L3TK64,2024,453425,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L3TK84,2024,453426,2,GT
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXXL85,2025,463053,4,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXSL85,2025,463054,4,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXTL85,2025,463055,4,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXTM85,2025,463056,4,GT w/Turbo
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXUM85,2025,463057,4,Suna
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,,NXXL85,2025,461688,4,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,NXSL85,2025,461689,4,GS
Kuro Awd,ALL_WHEEL_DRIVE,MAZDA,,NXBN85,2025,461690,4,Kuro
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,NXTN85,2025,461691,4,GT
Sport Design Awd,ALL_WHEEL_DRIVE,MAZDA,,NXDM85,2025,461692,4,Sport Design
Suna Awd,ALL_WHEEL_DRIVE,MAZDA,,NXUM85,2025,461693,4,Suna
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,NXKM85,2025,461694,4,Signature
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,JXLN85,2025,461996,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTN85,2025,461997,4,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTM85,2025,461998,4,GT w/Turbo
Meridian Edition Awd,ALL_WHEEL_DRIVE,MAZDA,,JXTM85,2025,461999,4,Meridian Edition
Gs-L E-Awd,ALL_WHEEL_DRIVE,MAZDA,,MXLH85,2025,462388,4,GS-L
Kuro E-Awd,ALL_WHEEL_DRIVE,MAZDA,,MXBH85,2025,462389,4,Kuro
Gt E-Awd,ALL_WHEEL_DRIVE,MAZDA,,MXTH85,2025,462390,4,GT
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,XXLF85,2025,453634,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,XXTF85,2025,453635,4,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,,XXPG85,2025,453636,4,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,XXKG85,2025,453637,4,Signature
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,YXLP85,2025,453632,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,YXTP85,2025,453633,4,GT
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,WXSF85,2025,461802,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,WXLF85,2025,461803,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,WXTF85,2025,461804,4,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,,WXPG85,2025,461805,4,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,WXKG85,2025,461806,4,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,VXSP85,2025,461700,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,VXLP85,2025,461701,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,VXTP85,2025,461702,4,GT
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVXL85,2025,461087,4,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVSL85,2025,461088,4,GS
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVTL85,2025,461089,4,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXSL85,2025,461090,4,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTL85,2025,461091,4,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTM85,2025,461092,4,GT w/Turbo
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVXL85,2025,461093,4,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVSL85,2025,461094,4,GS
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL65,2025,461095,4,GT
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL85,2025,461096,4,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXSL85,2025,461097,4,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTL85,2025,461098,4,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTM85,2025,461099,4,GT w/Turbo
Suna Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXUM85,2025,461100,4,Suna
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,,L2SK65,2025,470171,2,GS
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L2PK65,2025,470172,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L2PK85,2025,470173,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L2TK65,2025,470174,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L2TK85,2025,470175,2,GT
35th Anniversary Edition Manual,REAR_WHEEL_DRIVE,MAZDA,,L2EK65,2025,470780,2,35th Anniversary Edition
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L3PK65,2025,469862,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L3PK85,2025,469863,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L3TK65,2025,469864,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L3TK85,2025,469865,2,GT
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXXL86,2026,483015,4,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXSL86,2026,483016,4,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXTL86,2026,483017,4,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,,ZXTM86,2026,483018,4,GT w/Turbo
Gx Awd,ALL_WHEEL_DRIVE,MAZDA,,NXXL86,2026,483282,4,GX
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,NXSL86,2026,483283,4,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,NXTL86,2026,483284,4,GT
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,XXLF86,2026,483075,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,XXTF86,2026,483076,4,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,,XXPG86,2026,483077,4,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,XXKG86,2026,483078,4,Signature
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,YXTP86,2026,483123,4,GT
Gs Sc Awd,ALL_WHEEL_DRIVE,MAZDA,,YXCP86,2026,483124,4,GS SC
Gs-L Sc Awd,ALL_WHEEL_DRIVE,MAZDA,,YXHP86,2026,483125,4,GS-L SC
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,YXKP86,2026,483126,4,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,WXSF86,2026,483114,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,WXLF86,2026,483115,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,WXTF86,2026,483116,4,GT
Gt-P Awd,ALL_WHEEL_DRIVE,MAZDA,,WXPG86,2026,483117,4,GT-P
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,WXKG86,2026,483118,4,Signature
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,VXSP86,2026,483119,4,GS
Gs-L Awd,ALL_WHEEL_DRIVE,MAZDA,,VXLP86,2026,483120,4,GS-L
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,VXTP86,2026,483121,4,GT
Signature Awd,ALL_WHEEL_DRIVE,MAZDA,,VXKP86,2026,483122,4,Signature
Gx Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVXL86,2026,483005,4,GX
Gs Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVSL86,2026,483006,4,GS
Gt Fwd,FRONT_WHEEL_DRIVE,MAZDA,,DVTL86,2026,483007,4,GT
Gs Awd,ALL_WHEEL_DRIVE,MAZDA,,DXSL86,2026,483008,4,GS
Gt Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTL86,2026,483009,4,GT
Gt W/turbo Awd,ALL_WHEEL_DRIVE,MAZDA,,DXTM86,2026,483010,4,GT w/Turbo
Gx Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVXL86,2026,483028,4,GX
Gs Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVSL86,2026,483029,4,GS
Gt Manual Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL66,2026,483030,4,GT
Gt Auto Fwd,FRONT_WHEEL_DRIVE,MAZDA,,SVTL86,2026,483031,4,GT
Gs Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXSL86,2026,483032,4,GS
Gt Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTL86,2026,483033,4,GT
Gt W/turbo Auto Awd,ALL_WHEEL_DRIVE,MAZDA,,SXTM86,2026,483034,4,GT w/Turbo
Gs Manual,REAR_WHEEL_DRIVE,MAZDA,,L2SK66,2026,483880,2,GS
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L2PK66,2026,483881,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L2PK86,2026,483882,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L2TK66,2026,483883,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L2TK86,2026,483884,2,GT
Gs-P Manual,REAR_WHEEL_DRIVE,MAZDA,,L3PK66,2026,483885,2,GS-P
Gs-P Auto,REAR_WHEEL_DRIVE,MAZDA,,L3PK86,2026,483886,2,GS-P
Gt Manual,REAR_WHEEL_DRIVE,MAZDA,,L3TK66,2026,483887,2,GT
Gt Auto,REAR_WHEEL_DRIVE,MAZDA,,L3TK86,2026,483888,2,GT
2.0t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA20DX61,2022,420472,4,2.0T Advanced
2.0t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA20DX63,2022,420473,4,2.0T Prestige
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA33DX60,2022,420474,4,3.3T Sport
2.0t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA20DX53,2022,420475,4,2.0T Select
3.3t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA33DX61,2022,420476,4,3.3T Advanced
3.3t Sport Launch-Edition Edition Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA33DX32,2022,420477,4,3.3T Sport Launch Edition
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G834AA25DL58,2022,424444,4,2.5T Advanced
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G834AA35DL60,2022,424445,4,3.5T Sport
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,G834AA35DLAF,2022,424446,4,3.5T Sport Plus
5.0 Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G924AA50BX63,2022,422410,4,5.0L Prestige
5.0 Prestige Awd W/rse,ALL_WHEEL_DRIVE,GENESIS,,G924AA50BXAG,2022,422411,4,5.0L Prestige
5.0 Prestige Awd W/multi-Spoke Wheel,ALL_WHEEL_DRIVE,GENESIS,,G924AA50BX72,2022,422412,4,5.0L Prestige
5.0 Prestige Awd W/rse/multi-Spoke Wheel,ALL_WHEEL_DRIVE,GENESIS,,G924AA50BX73,2022,422413,4,5.0L Prestige
2.5t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KX53,2022,422490,4,2.5T Select
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KX61,2022,422491,4,2.5T Advanced
2.5t Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KXAE,2022,422492,4,2.5T Advanced Plus
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KX63,2022,422493,4,2.5T Prestige
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA35KX60,2022,422494,4,3.5T Sport
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA35KXAF,2022,422495,4,3.5T Sport Plus
2.5t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KL53,2022,427028,4,2.5T Select
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KL61,2022,427029,4,2.5T Advanced
2.5t Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KLAE,2022,427030,4,2.5T Advanced Plus
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KL63,2022,427031,4,2.5T Prestige
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA35KL60,2022,427032,4,3.5T Sport
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA35KLAF,2022,427033,4,3.5T Sport Plus
2.5t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA25DX53,2022,425256,4,2.5T Select
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA25DX58,2022,425257,4,2.5T Advanced
3.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DX59,2022,425258,4,3.5T Advanced
3.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DX75,2022,425259,4,3.5T Prestige
3.5t Advanced Awd W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DXAN,2022,427067,4,3.5T Advanced
3.5t Prestige Awd W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DXAO,2022,427068,4,3.5T Prestige
2.5t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA25DL53,2022,427069,4,2.5T Select
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA25DL58,2022,427070,4,2.5T Advanced
3.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DL59,2022,427071,4,3.5T Advanced
3.5t Advanced Awd W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAN,2022,427072,4,3.5T Advanced
3.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DL75,2022,427073,4,3.5T Prestige
3.5t Prestige Awd W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAO,2022,427074,4,3.5T Prestige
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G834EAEMEXAS,2023,433617,4,Prestige
Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SEAEMEX63,2023,437559,4,Prestige
2.0t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA20DX53,2023,427598,4,2.0T Select
2.0t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA20DX61,2023,427599,4,2.0T Advanced
2.0t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA20DX63,2023,427600,4,2.0T Prestige
3.3t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA33DX61,2023,427601,4,3.3T Advanced
3.3t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G714AA33DX60,2023,427602,4,3.3T Sport
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,G834AA25DL58,2023,428568,4,2.5T Advanced
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,G834AA35DL60,2023,428569,4,3.5T Sport
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,G834AA35DLAF,2023,428570,4,3.5T Sport Plus
3.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,G934AA35DX63,2023,432198,4,Prestige
Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V61SEAEMEL61,2023,426985,4,Advanced
Performance Awd,ALL_WHEEL_DRIVE,GENESIS,,V61SEAEMELAR,2023,426986,4,Performance
Performance Awd W/navy Interior,ALL_WHEEL_DRIVE,GENESIS,,V61SEAEMELAQ,2023,426987,4,Performance
2.5t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KL53,2023,427669,4,2.5T Select
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KL61,2023,427670,4,2.5T Advanced
2.5t Advanced Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KLAE,2023,427671,4,2.5T Advanced Plus
2.5t Prestige Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA25KL63,2023,427672,4,2.5T Prestige
3.5t Sport Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA35KL60,2023,427673,4,3.5T Sport
3.5t Sport Plus Awd,ALL_WHEEL_DRIVE,GENESIS,,V71SAA35KLAF,2023,427674,4,3.5T Sport Plus
2.5t Select Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA25DL53,2023,427690,4,2.5T Select
2.5t Advanced Awd,ALL_WHEEL_DRIVE,GENESIS,,V81SAA25DL58,2023,427691,4,2.5T Advanced
3.5t Advanced Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DL59,2023,427692,4,3.5T Advanced
3.5t Advanced Awd 7-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAN,2023,427693,4,3.5T Advanced
3.5t Prestige Awd 7-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DL75,2023,427694,4,3.5T Prestige
3.5t Prestige Awd 7-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAO,2023,427695,4,3.5T Prestige
3.5t Prestige Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAM,2023,427696,4,3.5T Prestige
3.5t Prestige Awd 5-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAP,2023,427697,4,3.5T Prestige
3.5t Advanced Awd 5-Passenger,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAX,2023,428531,4,3.5T Advanced
3.5t Advanced Awd 5-Passenger W/matte Paint,ALL_WHEEL_DRIVE,GENESIS,,V81SAA35DLAY,2023,428532,4,3.5T Advanced
